epoch,loss,image_size,batch_size,timesteps,time_emb_dim,learning_rate
1,1.3837890625,8,256,1000,256,0.0002
2,1.375,8,256,1000,256,0.0002
3,1.2998046875,8,256,1000,256,0.0002
4,1.2548828125,8,256,1000,256,0.0002
5,1.1884765625,8,256,1000,256,0.0002
6,1.1220703125,8,256,1000,256,0.0002
7,1.10546875,8,256,1000,256,0.0002
8,0.99072265625,8,256,1000,256,0.0002
9,1.0126953125,8,256,1000,256,0.0002
10,1.03125,8,256,1000,256,0.0002
11,0.98681640625,8,256,1000,256,0.0002
12,0.82958984375,8,256,1000,256,0.0002
13,0.89306640625,8,256,1000,256,0.0002
14,0.90771484375,8,256,1000,256,0.0002
15,0.91748046875,8,256,1000,256,0.0002
16,0.8828125,8,256,1000,256,0.0002
17,0.8740234375,8,256,1000,256,0.0002
18,0.91845703125,8,256,1000,256,0.0002
19,0.8330078125,8,256,1000,256,0.0002
20,0.84033203125,8,256,1000,256,0.0002
