epoch,loss,image_size,batch_size,timesteps,time_emb_dim,learning_rate
1,1.298828125,8,256,1000,256,0.0002
2,1.283203125,8,256,1000,256,0.0002
3,1.1943359375,8,256,1000,256,0.0002
4,1.1591796875,8,256,1000,256,0.0002
5,1.107421875,8,256,1000,256,0.0002
6,1.0859375,8,256,1000,256,0.0002
7,1.0693359375,8,256,1000,256,0.0002
8,1.0244140625,8,256,1000,256,0.0002
9,1.0048828125,8,256,1000,256,0.0002
10,0.98291015625,8,256,1000,256,0.0002
11,0.93359375,8,256,1000,256,0.0002
12,0.828125,8,256,1000,256,0.0002
13,0.84765625,8,256,1000,256,0.0002
14,0.83154296875,8,256,1000,256,0.0002
15,0.8232421875,8,256,1000,256,0.0002
16,0.806640625,8,256,1000,256,0.0002
17,0.779296875,8,256,1000,256,0.0002
18,0.765625,8,256,1000,256,0.0002
19,0.734375,8,256,1000,256,0.0002
20,0.72802734375,8,256,1000,256,0.0002
